title,link,text,buy/sell,fund,target_price,stock,date
"Add ITC, target price Rs 395: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-itc-target-price-rs-395-hdfc-securities/articleshow/99605917.cms,"Promoters held 0 per cent stake in the company as of 31-Mar-2023, while FIIs owned 43.35 per cent, DIIs 31.15 per cent.",Add, HDFC Securities,395,ITC,2023-04-19
"Reduce Hindustan Unilever, target price Rs 2450: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-hindustan-unilever-target-price-rs-2450-hdfc-securities/articleshow/99605694.cms,"Further, it models 26/11/8% YoY growth for Home Care, BPC and Food business.",Reduce, HDFC Securities,2450,ce Hindustan Unilever,2023-04-19
"Buy Angel One, target price Rs 1800: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-angel-one-target-price-rs-1800-hdfc-securities/articleshow/99605449.cms,"The brokerage maintains BUY rating with a revised target price of INR1,800 (15x Mar-25E EPS, rolling forward multiple from Sep-24E).",Buy, HDFC Securities,1800,Angel One,2023-04-19
"Buy Shriram Finance, target price Rs 1900: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-shriram-finance-target-price-rs-1900-jm-financial/articleshow/99605039.cms,"Shriram Finance, incorporated in the year 1979, is a Large Cap company (having a market cap of Rs 50663.75 Crore) operating in NBFC sector.JM Financial values SHF at 1.3x/8x FY25e P/BV and P/E to arrive at a target price of INR 1,900.",Buy, JM Financial,1900,Shriram Finance,2023-04-19
"Buy Devyani International, target price Rs 195.: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-devyani-international-target-price-rs-195-jm-financial/articleshow/99604236.cms,Valuation premium to peers is justified.,Buy, JM Financial,195,Devyani International,2023-04-19
"Buy Angel One, target price Rs 1800 : Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-angel-one-ltd-target-price-rs-1800-0-motilal-oswal-financial-services/articleshow/99603977.cms,"Promoters held 43.68 per cent stake in the company as of 31-Dec-2022, while FIIs owned 17.25 per cent, DIIs 9.27 per cent.",Buy, Motilal Oswal Financial Services,1800,Angel One,2023-04-19
"Add ICICI Lombard General Insurance Company, target price Rs 1370 : HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-icici-lombard-general-insurance-company-target-price-rs-1370-hdfc-securities/articleshow/99603794.cms,"Given the strong demand outlook in the underlying autos segment, the brokerage argues that the pessimism is overdone and it maintains ADD with a revised TP of INR1,370 (implied Mar-25E P/E of 27x and P/ABV of 4.8x).",Add, HDFC Securities,1370,ICICI Lombard General Insurance Company,2023-04-19
"Buy ICICI Lombard General Insurance Company, target price Rs 1400: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-lombard-general-insurance-company-target-price-rs-1400-motilal-oswal-financial-services/articleshow/99602839.cms,"ICICI Lombard General Insurance Company, incorporated in the year 2000, is a Large Cap company (having a market cap of Rs 53478.06 Crore) operating in Financial Services sector.",Buy, Motilal Oswal Financial Services,1400,ICICI Lombard General Insurance Company,2023-04-19
"Buy Granules India, target price Rs 340: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-granules-india-target-price-rs-340-icici-direct/articleshow/99602542.cms,"Granules’ share price has been in a corrective phase for past six months and underwent a healthy base formation in past 12 weeks, thus offering fresh entry opportunity with decent risk-reward setup.",Buy, ICICI Direct,340,Granules India,2023-04-19
"Buy Just Dial, target price Rs 870: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-just-dial-target-price-rs-870-icici-securities/articleshow/99601985.cms,".In view of the better-than-expected margin outlook, the brokerage increases its EPS estimates for FY24E/FY25E by 15%/9%.",Buy, ICICI Securities,870,Just Dial,2023-04-19
"Add Crisil, target price Rs 3550: Yes Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-crisil-target-price-rs-3550-yes-securities/articleshow/99601655.cms,Re-rating would be contingent on further sustenance of revenue growth and resumption of upward margin trajectory.,Add, Yes Securities,3550,Crisil,2023-04-19
"Buy Havells India, target price Rs 1225.5 : ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-havells-india-target-price-rs-1225-5-icici-direct/articleshow/99601528.cms,Price breakout above a falling supply line joining highs since December 2022 signalling resumption of the up move.,Buy, ICICI Direct,1225,Havells India,2023-04-19
"Add ICICI Lombard General Insurance Company, target price Rs 1245.: Yes Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-icici-lombard-general-insurance-company-target-price-rs-1245-yes-securities/articleshow/99601342.cms,"ICICI Lombard General Insurance Company, incorporated in the year 2000, is a Large Cap company (having a market cap of Rs 55530.84 Crore) operating in Financial Services sector.",Add, Yes Securities,1245,ICICI Lombard General Insurance Company,2023-04-19
"Buy Ircon International, target price Rs 69: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ircon-international-target-price-rs-69-hdfc-securities/articleshow/99601234.cms,Breakout from symmetrical triangle on the daily chart with jump in volumes.,Buy, HDFC Securities,69,Ircon International,2023-04-19
"Buy Bank of Baroda, target price Rs 202: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bank-of-baroda-target-price-rs-202-hdfc-securities/articleshow/99601117.cms,"Stock price is placed above all important moving averages, indicating bullish trend on all time frames.",Buy, HDFC Securities,202,Bank of Baroda,2023-04-19
"Buy Saregama India, target price Rs 450: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-saregama-india-target-price-rs-450-jm-financial/articleshow/99578570.cms,"Promoters held 58.49 per cent stake in the company as of 31-Dec-2022, while FIIs owned 17.47 per cent, DIIs 2.65 per cent.",Buy, JM Financial,450,Saregama India,2023-04-18
"Buy PVR, target price Rs 2155: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-pvr-target-price-rs-2155-jm-financial/articleshow/99578489.cms,"PVR, incorporated in the year 1995, is a Mid Cap company (having a market cap of Rs 15047.78 Crore) operating in Media & Entertainment sector.",Buy, JM Financial,2155,PVR,2023-04-18
"Buy Zee Entertainment Enterprises, target price Rs 300: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-zee-entertainment-enterprises-target-price-rs-300-jm-financial/articleshow/99578318.cms,"Release of Thinuvu (Tamil), Mr Chaterjee Vs Norway and other regional releases during the quarter should help improve other sales & services revenue sequentially .",Buy, JM Financial,300,Zee Entertainment Enterprises,2023-04-18
"Buy Sun TV Network, target price Rs 720: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-sun-tv-network-target-price-rs-720-jm-financial/articleshow/99578143.cms,"Sun TV Network, incorporated in the year 1985, is a Mid Cap company (having a market cap of Rs 16697.37 Crore) operating in Media & Entertainment sector.",Buy, JM Financial,720,Sun TV Network,2023-04-18
"Buy Akzo Nobel India, target price Rs 2800: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-akzo-nobel-india-target-price-rs-2800-icici-securities/articleshow/99577864.cms,"Akzo Nobel India, incorporated in the year 1954, is a Mid Cap company (having a market cap of Rs 10536.21 Crore) operating in Building Materials sector.",Buy, ICICI Securities,2800,Akzo Nobel India,2023-04-18
"Reduce Asian Paints, target price Rs 2650: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-asian-paints-target-price-rs-2650-icici-securities/articleshow/99577662.cms,"Asian Paints, incorporated in the year 1945, is a Large Cap company (having a market cap of Rs 271740.73 Crore) operating in Building Materials sector.",Reduce, ICICI Securities,2650,ce Asian Paints,2023-04-18
"Buy Mahindra Logistics, target price Rs 502: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-logistics-target-price-rs-502-sharekhan-by-bnp-paribas/articleshow/99576980.cms,"Promoters held 58.1 per cent stake in the company as of 31-Dec-2022, while FIIs owned 15.55 per cent, DIIs 15.46 per cent.",Buy, Sharekhan by BNP Paribas,502,Mahindra Logistics,2023-04-18
"Buy Nippon Life India Asset Management, target price Rs 250 : JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-nippon-life-india-asset-management-target-price-rs-250-jm-financial/articleshow/99576791.cms,"Nippon Life India Asset Management, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 14778.61 Crore) operating in Financial Services sector.",Buy, JM Financial,250,Nippon Life India Asset Management,2023-04-18
"Buy UTI Asset Management Company, target price Rs 900: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-uti-asset-management-company-target-price-rs-900-jm-financial/articleshow/99576544.cms,"Promoters held 0per cent stake in the company as of 31-Mar-2023, while FIIs owned 6.06 per cent, DIIs 25.1 per cent.",Buy, JM Financial,900,UTI Asset Management Company,2023-04-18
"Buy HDFC Asset Management Company, target price Rs 2200: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hdfc-asset-management-company-target-price-rs-2200-jm-financial/articleshow/99576385.cms,"Equity AUM market share for HDFC AMC witnessed an improvement to 12.2% (+75bps YoY, +11bps MoM).",Buy, JM Financial,2200,HDFC Asset Management Company,2023-04-18
"Buy Oberoi Realty, target price Rs 1100: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-oberoi-realty-target-price-rs-1100-motilal-oswal-financial-services/articleshow/99576067.cms,"Oberoi Realty, incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 34045.90 Crore) operating in Real Estate sector.",Buy, Motilal Oswal Financial Services,1100,Oberoi Realty,2023-04-18
"Buy Godrej Properties, target price Rs 1575: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-godrej-properties-target-price-rs-1575-motilal-oswal-financial-services/articleshow/99575823.cms,"Promoters held 58.48 per cent stake in the company as of 31-Mar-2023, while FIIs owned 27.09 per cent, DIIs 4.54 per cent.",Buy, Motilal Oswal Financial Services,1575,Godrej Properties,2023-04-18
"Buy Macrotech Developers, target price Rs 1245: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-macrotech-developers-target-price-rs-1245-motilal-oswal-financial-services/articleshow/99574928.cms,"Macrotech Developers, incorporated in the year 1995, is a Small Cap company (having a market cap of Rs 45748.26 Crore) operating in Real Estate sector.",Buy, Motilal Oswal Financial Services,1245,Macrotech Developers,2023-04-18
"Buy Indian Hotels Company, target price Rs 336.5 : ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indian-hotels-company-target-price-rs-336-5-icici-direct/articleshow/99574710.cms,"Indian Hotels Company, incorporated in the year 1902, is a Mid Cap company (having a market cap of Rs 47256.72 Crore) operating in Tourism & Hospitality sector.",Buy, ICICI Direct,336,Indian Hotels Company,2023-04-18
"Buy Bank of Baroda, target price Rs 178.9 : ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bank-of-baroda-target-price-rs-178-9-icici-direct/articleshow/99574444.cms,Price breaking above last one months range signalling continuation of the up move.,Buy, ICICI Direct,178,Bank of Baroda,2023-04-18
"Buy Petronet LNG, target price Rs 252 Religare Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-petronet-lng-target-price-rs-252-religare-securities/articleshow/99574032.cms,"Petronet LNG, incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 34875.00 Crore) operating in Gas & Petroleum sector.",Buy,"Buy Petronet LNG, target price Rs 252 Religare Securities",252,Petronet LNG,2023-04-18
"Buy GAIL (India), target price Rs 119: Religare Broking",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gail-india-target-price-rs-119-religare-broking/articleshow/99573952.cms,"GAIL (India), incorporated in the year 1984, is a Large Cap company (having a market cap of Rs 72227.47 Crore) operating in Gas & Petroleum sector.",Buy, Religare Broking,119,GAIL (India),2023-04-18
"Buy Coal India, target price Rs 245: Religare Broking",https://economictimes.indiatimes.com/markets/stocks/recos/buy-coal-india-target-price-rs-245-religare-broking/articleshow/99573849.cms,"Coal India, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 141496.24 Crore) operating in Mining sector.",Buy, Religare Broking,245,Coal India,2023-04-18
"Buy Aditya Birla Capital, target price Rs 184: Religare Broking",https://economictimes.indiatimes.com/markets/stocks/recos/buy-aditya-birla-capital-target-price-rs-184-religare-broking/articleshow/99573732.cms,"Aditya Birla Capital, incorporated in the year 2007, is a Large Cap company (having a market cap of Rs 39795.34 Crore) operating in NBFC sector.",Buy, Religare Broking,184,Aditya Birla Capital,2023-04-18
"Buy HDFC Bank, target price Rs 1950: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hdfc-bank-target-price-rs-1950-motilal-oswal-financial-services/articleshow/99552730.cms,"The brokerage upholds its earnings projection and estimate HDFCB to deliver a ~19% PAT CAGR over FY23-25, with RoA/RoE of 2.0%/17.7% in FY25.",Buy, Motilal Oswal Financial Services,1950,HDFC Bank,2023-04-17
"Buy Bharti Airtel, target price Rs 950: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharti-airtel-target-price-rs-950-motilal-oswal-financial-services/articleshow/99552558.cms,"Bharti Airtel, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 452918.31 Crore) operating in Telecommunications sector.",Buy, Motilal Oswal Financial Services,950,Bharti Airtel,2023-04-17
"Buy Infosys, target price Rs 1520: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-infosys-target-price-rs-1520-motilal-oswal-financial-services/articleshow/99552306.cms,"Infosys, incorporated in the year 1981, is a Large Cap company (having a market cap of Rs 518007.32 Crore) operating in IT Software sector.",Buy, Motilal Oswal Financial Services,1520,Infosys,2023-04-17
